"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
24 -1371.0000000000 -1371.0000000000 -1371.0000000000 -1371.0000000000
25 -1303.0000000000 -1303.0000000000 -1303.0000000000 -1303.0000000000
28 -1293.0000000000 -1293.0000000000 -1293.0000000000 -1293.0000000000
30 -1176.0000000000 -1176.0000000000 -1176.0000000000 -1176.0000000000
34 -1137.0000000000 -1137.0000000000 -1137.0000000000 -1137.0000000000
41 -1069.0000000000 -1069.0000000000 -1069.0000000000 -1069.0000000000
44 -1001.0000000000 -1001.0000000000 -1001.0000000000 -1001.0000000000
46 -972.0000000000 -972.0000000000 -972.0000000000 -972.0000000000
47 -943.0000000000 -943.0000000000 -943.0000000000 -943.0000000000
49 -914.0000000000 -914.0000000000 -914.0000000000 -914.0000000000
53 -875.0000000000 -875.0000000000 -875.0000000000 -875.0000000000
54 -836.0000000000 -836.0000000000 -836.0000000000 -836.0000000000
60 -807.0000000000 -807.0000000000 -807.0000000000 -807.0000000000
64 -768.0000000000 -768.0000000000 -768.0000000000 -768.0000000000
74 -758.0000000000 -758.0000000000 -758.0000000000 -758.0000000000
76 -719.0000000000 -719.0000000000 -719.0000000000 -719.0000000000
83 -680.0000000000 -680.0000000000 -680.0000000000 -680.0000000000
84 -641.0000000000 -641.0000000000 -641.0000000000 -641.0000000000
103 -602.0000000000 -602.0000000000 -602.0000000000 -602.0000000000
108 -583.0000000000 -583.0000000000 -583.0000000000 -583.0000000000
110 -554.0000000000 -554.0000000000 -554.0000000000 -554.0000000000
112 -486.0000000000 -486.0000000000 -486.0000000000 -486.0000000000
121 -457.0000000000 -457.0000000000 -457.0000000000 -457.0000000000
125 -428.0000000000 -428.0000000000 -428.0000000000 -428.0000000000
141 -399.0000000000 -399.0000000000 -399.0000000000 -399.0000000000
152 -360.0000000000 -360.0000000000 -360.0000000000 -360.0000000000
154 -340.0000000000 -340.0000000000 -340.0000000000 -340.0000000000
177 -292.0000000000 -292.0000000000 -292.0000000000 -292.0000000000
206 -253.0000000000 -253.0000000000 -253.0000000000 -253.0000000000
208 -243.0000000000 -243.0000000000 -243.0000000000 -243.0000000000
226 -224.0000000000 -224.0000000000 -224.0000000000 -224.0000000000
227 -195.0000000000 -195.0000000000 -195.0000000000 -195.0000000000
242 -166.0000000000 -166.0000000000 -166.0000000000 -166.0000000000
246 -147.0000000000 -147.0000000000 -147.0000000000 -147.0000000000
263 -128.0000000000 -128.0000000000 -128.0000000000 -128.0000000000
277 -109.0000000000 -109.0000000000 -109.0000000000 -109.0000000000
307 -100.0000000000 -100.0000000000 -100.0000000000 -100.0000000000
313 -71.0000000000 -71.0000000000 -71.0000000000 -71.0000000000
320 -70.0000000000 -70.0000000000 -70.0000000000 -70.0000000000
371 -51.0000000000 -51.0000000000 -51.0000000000 -51.0000000000
382 -50.0000000000 -50.0000000000 -50.0000000000 -50.0000000000
420 -21.0000000000 -21.0000000000 -21.0000000000 -21.0000000000
523 -2.0000000000 -2.0000000000 -2.0000000000 -2.0000000000
582 7.0000000000 7.0000000000 7.0000000000 7.0000000000
754 8.0000000000 8.0000000000 8.0000000000 8.0000000000
2030 9.0000000000 9.0000000000 9.0000000000 9.0000000000
100001 9.0000000000 9.0000000000 9.0000000000 9.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 -1459.0000000000 -1459.0000000000 -1459.0000000000 -1459.0000000000
3 -1420.0000000000 -1420.0000000000 -1420.0000000000 -1420.0000000000
4 -1381.0000000000 -1381.0000000000 -1381.0000000000 -1381.0000000000
7 -1342.0000000000 -1342.0000000000 -1342.0000000000 -1342.0000000000
8 -1264.0000000000 -1264.0000000000 -1264.0000000000 -1264.0000000000
11 -1225.0000000000 -1225.0000000000 -1225.0000000000 -1225.0000000000
13 -1186.0000000000 -1186.0000000000 -1186.0000000000 -1186.0000000000
23 -1147.0000000000 -1147.0000000000 -1147.0000000000 -1147.0000000000
27 -1118.0000000000 -1118.0000000000 -1118.0000000000 -1118.0000000000
28 -1108.0000000000 -1108.0000000000 -1108.0000000000 -1108.0000000000
39 -1069.0000000000 -1069.0000000000 -1069.0000000000 -1069.0000000000
40 -1030.0000000000 -1030.0000000000 -1030.0000000000 -1030.0000000000
42 -991.0000000000 -991.0000000000 -991.0000000000 -991.0000000000
47 -962.0000000000 -962.0000000000 -962.0000000000 -962.0000000000
54 -933.0000000000 -933.0000000000 -933.0000000000 -933.0000000000
57 -894.0000000000 -894.0000000000 -894.0000000000 -894.0000000000
66 -865.0000000000 -865.0000000000 -865.0000000000 -865.0000000000
67 -826.0000000000 -826.0000000000 -826.0000000000 -826.0000000000
