"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
727 99.0000000000 99.0000000000 99.0000000000 99.0000000000
766 100.0000000000 100.0000000000 100.0000000000 100.0000000000
100001 100.0000000000 100.0000000000 100.0000000000 100.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 57.0000000000 57.0000000000 57.0000000000 57.0000000000
8 59.0000000000 59.0000000000 59.0000000000 59.0000000000
11 60.0000000000 60.0000000000 60.0000000000 60.0000000000
14 61.0000000000 61.0000000000 61.0000000000 61.0000000000
15 62.0000000000 62.0000000000 62.0000000000 62.0000000000
24 63.0000000000 63.0000000000 63.0000000000 63.0000000000
29 64.0000000000 64.0000000000 64.0000000000 64.0000000000
30 66.0000000000 66.0000000000 66.0000000000 66.0000000000
35 67.0000000000 67.0000000000 67.0000000000 67.0000000000
38 68.0000000000 68.0000000000 68.0000000000 68.0000000000
55 69.0000000000 69.0000000000 69.0000000000 69.0000000000
58 70.0000000000 70.0000000000 70.0000000000 70.0000000000
60 71.0000000000 71.0000000000 71.0000000000 71.0000000000
65 72.0000000000 72.0000000000 72.0000000000 72.0000000000
68 73.0000000000 73.0000000000 73.0000000000 73.0000000000
88 74.0000000000 74.0000000000 74.0000000000 74.0000000000
93 75.0000000000 75.0000000000 75.0000000000 75.0000000000
100 76.0000000000 76.0000000000 76.0000000000 76.0000000000
102 77.0000000000 77.0000000000 77.0000000000 77.0000000000
105 78.0000000000 78.0000000000 78.0000000000 78.0000000000
106 79.0000000000 79.0000000000 79.0000000000 79.0000000000
145 80.0000000000 80.0000000000 80.0000000000 80.0000000000
167 81.0000000000 81.0000000000 81.0000000000 81.0000000000
210 82.0000000000 82.0000000000 82.0000000000 82.0000000000
221 83.0000000000 83.0000000000 83.0000000000 83.0000000000
248 84.0000000000 84.0000000000 84.0000000000 84.0000000000
272 85.0000000000 85.0000000000 85.0000000000 85.0000000000
278 86.0000000000 86.0000000000 86.0000000000 86.0000000000
289 87.0000000000 87.0000000000 87.0000000000 87.0000000000
319 88.0000000000 88.0000000000 88.0000000000 88.0000000000
327 89.0000000000 89.0000000000 89.0000000000 89.0000000000
336 90.0000000000 90.0000000000 90.0000000000 90.0000000000
337 91.0000000000 91.0000000000 91.0000000000 91.0000000000
357 92.0000000000 92.0000000000 92.0000000000 92.0000000000
396 93.0000000000 93.0000000000 93.0000000000 93.0000000000
427 94.0000000000 94.0000000000 94.0000000000 94.0000000000
448 95.0000000000 95.0000000000 95.0000000000 95.0000000000
455 96.0000000000 96.0000000000 96.0000000000 96.0000000000
658 97.0000000000 97.0000000000 97.0000000000 97.0000000000
907 98.0000000000 98.0000000000 98.0000000000 98.0000000000
913 99.0000000000 99.0000000000 99.0000000000 99.0000000000
931 100.0000000000 100.0000000000 100.0000000000 100.0000000000
100001 100.0000000000 100.0000000000 100.0000000000 100.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 57.0000000000 57.0000000000 57.0000000000 57.0000000000
2 58.0000000000 58.0000000000 58.0000000000 58.0000000000
7 59.0000000000 59.0000000000 59.0000000000 59.0000000000
31 60.0000000000 60.0000000000 60.0000000000 60.0000000000
35 61.0000000000 61.0000000000 61.0000000000 61.0000000000
38 62.0000000000 62.0000000000 62.0000000000 62.0000000000
59 63.0000000000 63.0000000000 63.0000000000 63.0000000000
61 64.0000000000 64.0000000000 64.0000000000 64.0000000000
71 65.0000000000 65.0000000000 65.0000000000 65.0000000000
73 66.0000000000 66.0000000000 66.0000000000 66.0000000000
78 67.0000000000 67.0000000000 67.0000000000 67.0000000000
79 68.0000000000 68.0000000000 68.0000000000 68.0000000000
82 69.0000000000 69.0000000000 69.0000000000 69.0000000000
97 70.0000000000 70.0000000000 70.0000000000 70.0000000000
107 71.0000000000 71.0000000000 71.0000000000 71.0000000000
112 72.0000000000 72.0000000000 72.0000000000 72.0000000000
135 73.0000000000 73.0000000000 73.0000000000 73.0000000000
141 74.0000000000 74.0000000000 74.0000000000 74.0000000000
146 75.0000000000 75.0000000000 75.0000000000 75.0000000000
