"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
106 -0.3941296629 -0.3941296629 -0.3941296629 -0.3941296629
107 -0.3874312997 -0.3874312997 -0.3874312997 -0.3874312997
108 -0.3772541851 -0.3772541851 -0.3772541851 -0.3772541851
109 -0.3754300449 -0.3754300449 -0.3754300449 -0.3754300449
117 -0.3741895113 -0.3741895113 -0.3741895113 -0.3741895113
123 -0.3684914722 -0.3684914722 -0.3684914722 -0.3684914722
126 -0.3661273849 -0.3661273849 -0.3661273849 -0.3661273849
131 -0.3658033466 -0.3658033466 -0.3658033466 -0.3658033466
137 -0.3657200167 -0.3657200167 -0.3657200167 -0.3657200167
143 -0.3644897265 -0.3644897265 -0.3644897265 -0.3644897265
164 -0.3641780516 -0.3641780516 -0.3641780516 -0.3641780516
168 -0.3618154307 -0.3618154307 -0.3618154307 -0.3618154307
176 -0.3556112720 -0.3556112720 -0.3556112720 -0.3556112720
189 -0.3480902983 -0.3480902983 -0.3480902983 -0.3480902983
191 -0.3437251126 -0.3437251126 -0.3437251126 -0.3437251126
197 -0.3437167274 -0.3437167274 -0.3437167274 -0.3437167274
201 -0.3414089770 -0.3414089770 -0.3414089770 -0.3414089770
208 -0.3401481810 -0.3401481810 -0.3401481810 -0.3401481810
212 -0.3336965496 -0.3336965496 -0.3336965496 -0.3336965496
222 -0.3335292223 -0.3335292223 -0.3335292223 -0.3335292223
223 -0.3334028168 -0.3334028168 -0.3334028168 -0.3334028168
229 -0.3320786131 -0.3320786131 -0.3320786131 -0.3320786131
239 -0.3267589773 -0.3267589773 -0.3267589773 -0.3267589773
276 -0.3232962186 -0.3232962186 -0.3232962186 -0.3232962186
308 -0.3228160986 -0.3228160986 -0.3228160986 -0.3228160986
333 -0.3225099717 -0.3225099717 -0.3225099717 -0.3225099717
342 -0.3176651171 -0.3176651171 -0.3176651171 -0.3176651171
374 -0.3143397596 -0.3143397596 -0.3143397596 -0.3143397596
394 -0.3105756667 -0.3105756667 -0.3105756667 -0.3105756667
424 -0.3099590844 -0.3099590844 -0.3099590844 -0.3099590844
486 -0.3084281080 -0.3084281080 -0.3084281080 -0.3084281080
100001 -0.3148057513 -0.3084281080 -0.3148057513 -0.3084281080
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 -0.4904088625 -0.4904088625 -0.4904088625 -0.4904088625
3 -0.4856354750 -0.4856354750 -0.4856354750 -0.4856354750
6 -0.4833775451 -0.4833775451 -0.4833775451 -0.4833775451
9 -0.4728545465 -0.4728545465 -0.4728545465 -0.4728545465
10 -0.4662092213 -0.4662092213 -0.4662092213 -0.4662092213
19 -0.4644378423 -0.4644378423 -0.4644378423 -0.4644378423
32 -0.4644294572 -0.4644294572 -0.4644294572 -0.4644294572
33 -0.4595846025 -0.4595846025 -0.4595846025 -0.4595846025
35 -0.4573794881 -0.4573794881 -0.4573794881 -0.4573794881
39 -0.4550168672 -0.4550168672 -0.4550168672 -0.4550168672
41 -0.4524483790 -0.4524483790 -0.4524483790 -0.4524483790
42 -0.4467503400 -0.4467503400 -0.4467503400 -0.4467503400
44 -0.4388306598 -0.4388306598 -0.4388306598 -0.4388306598
47 -0.4351441010 -0.4351441010 -0.4351441010 -0.4351441010
48 -0.4336701065 -0.4336701065 -0.4336701065 -0.4336701065
52 -0.4282711645 -0.4282711645 -0.4282711645 -0.4282711645
53 -0.4219824661 -0.4219824661 -0.4219824661 -0.4219824661
57 -0.4207216701 -0.4207216701 -0.4207216701 -0.4207216701
64 -0.4166685890 -0.4166685890 -0.4166685890 -0.4166685890
67 -0.4086721561 -0.4086721561 -0.4086721561 -0.4086721561
73 -0.4037181675 -0.4037181675 -0.4037181675 -0.4037181675
83 -0.4031884248 -0.4031884248 -0.4031884248 -0.4031884248
102 -0.3985277096 -0.3985277096 -0.3985277096 -0.3985277096
110 -0.3954800446 -0.3954800446 -0.3954800446 -0.3954800446
112 -0.3916604872 -0.3916604872 -0.3916604872 -0.3916604872
118 -0.3899495917 -0.3899495917 -0.3899495917 -0.3899495917
123 -0.3884280534 -0.3884280534 -0.3884280534 -0.3884280534
124 -0.3866251009 -0.3866251009 -0.3866251009 -0.3866251009
125 -0.3855771397 -0.3855771397 -0.3855771397 -0.3855771397
130 -0.3843847096 -0.3843847096 -0.3843847096 -0.3843847096
131 -0.3836918583 -0.3836918583 -0.3836918583 -0.3836918583
132 -0.3748126639 -0.3748126639 -0.3748126639 -0.3748126639
135 -0.3602448401 -0.3602448401 -0.3602448401 -0.3602448401
139 -0.3554333087 -0.3554333087 -0.3554333087 -0.3554333087
144 -0.3527699331 -0.3527699331 -0.3527699331 -0.3527699331
153 -0.3521163680 -0.3521163680 -0.3521163680 -0.3521163680
154 -0.3511073562 -0.3511073562 -0.3511073562 -0.3511073562
159 -0.3507757821 -0.3507757821 -0.3507757821 -0.3507757821
