"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
3 -1478.0000000000 -1478.0000000000 -1478.0000000000 -1478.0000000000
5 -1449.0000000000 -1449.0000000000 -1449.0000000000 -1449.0000000000
6 -1410.0000000000 -1410.0000000000 -1410.0000000000 -1410.0000000000
7 -1371.0000000000 -1371.0000000000 -1371.0000000000 -1371.0000000000
8 -1332.0000000000 -1332.0000000000 -1332.0000000000 -1332.0000000000
10 -1293.0000000000 -1293.0000000000 -1293.0000000000 -1293.0000000000
11 -1264.0000000000 -1264.0000000000 -1264.0000000000 -1264.0000000000
15 -1225.0000000000 -1225.0000000000 -1225.0000000000 -1225.0000000000
19 -1186.0000000000 -1186.0000000000 -1186.0000000000 -1186.0000000000
20 -1147.0000000000 -1147.0000000000 -1147.0000000000 -1147.0000000000
21 -1108.0000000000 -1108.0000000000 -1108.0000000000 -1108.0000000000
22 -1079.0000000000 -1079.0000000000 -1079.0000000000 -1079.0000000000
24 -1040.0000000000 -1040.0000000000 -1040.0000000000 -1040.0000000000
25 -1001.0000000000 -1001.0000000000 -1001.0000000000 -1001.0000000000
29 -962.0000000000 -962.0000000000 -962.0000000000 -962.0000000000
34 -923.0000000000 -923.0000000000 -923.0000000000 -923.0000000000
35 -884.0000000000 -884.0000000000 -884.0000000000 -884.0000000000
36 -845.0000000000 -845.0000000000 -845.0000000000 -845.0000000000
38 -816.0000000000 -816.0000000000 -816.0000000000 -816.0000000000
40 -777.0000000000 -777.0000000000 -777.0000000000 -777.0000000000
45 -758.0000000000 -758.0000000000 -758.0000000000 -758.0000000000
49 -729.0000000000 -729.0000000000 -729.0000000000 -729.0000000000
52 -700.0000000000 -700.0000000000 -700.0000000000 -700.0000000000
53 -661.0000000000 -661.0000000000 -661.0000000000 -661.0000000000
59 -632.0000000000 -632.0000000000 -632.0000000000 -632.0000000000
60 -593.0000000000 -593.0000000000 -593.0000000000 -593.0000000000
66 -564.0000000000 -564.0000000000 -564.0000000000 -564.0000000000
73 -525.0000000000 -525.0000000000 -525.0000000000 -525.0000000000
76 -486.0000000000 -486.0000000000 -486.0000000000 -486.0000000000
80 -447.0000000000 -447.0000000000 -447.0000000000 -447.0000000000
84 -408.0000000000 -408.0000000000 -408.0000000000 -408.0000000000
91 -369.0000000000 -369.0000000000 -369.0000000000 -369.0000000000
92 -360.0000000000 -360.0000000000 -360.0000000000 -360.0000000000
95 -331.0000000000 -331.0000000000 -331.0000000000 -331.0000000000
96 -312.0000000000 -312.0000000000 -312.0000000000 -312.0000000000
99 -283.0000000000 -283.0000000000 -283.0000000000 -283.0000000000
101 -254.0000000000 -254.0000000000 -254.0000000000 -254.0000000000
102 -235.0000000000 -235.0000000000 -235.0000000000 -235.0000000000
105 -206.0000000000 -206.0000000000 -206.0000000000 -206.0000000000
108 -187.0000000000 -187.0000000000 -187.0000000000 -187.0000000000
124 -148.0000000000 -148.0000000000 -148.0000000000 -148.0000000000
125 -119.0000000000 -119.0000000000 -119.0000000000 -119.0000000000
128 -100.0000000000 -100.0000000000 -100.0000000000 -100.0000000000
129 -81.0000000000 -81.0000000000 -81.0000000000 -81.0000000000
152 -80.0000000000 -80.0000000000 -80.0000000000 -80.0000000000
160 -51.0000000000 -51.0000000000 -51.0000000000 -51.0000000000
171 -50.0000000000 -50.0000000000 -50.0000000000 -50.0000000000
180 -31.0000000000 -31.0000000000 -31.0000000000 -31.0000000000
184 -30.0000000000 -30.0000000000 -30.0000000000 -30.0000000000
201 -11.0000000000 -11.0000000000 -11.0000000000 -11.0000000000
213 -2.0000000000 -2.0000000000 -2.0000000000 -2.0000000000
221 7.0000000000 7.0000000000 7.0000000000 7.0000000000
286 8.0000000000 8.0000000000 8.0000000000 8.0000000000
345 9.0000000000 9.0000000000 9.0000000000 9.0000000000
100001 -10.0000000000 9.0000000000 -10.0000000000 9.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 -1478.0000000000 -1478.0000000000 -1478.0000000000 -1478.0000000000
3 -1439.0000000000 -1439.0000000000 -1439.0000000000 -1439.0000000000
4 -1400.0000000000 -1400.0000000000 -1400.0000000000 -1400.0000000000
6 -1361.0000000000 -1361.0000000000 -1361.0000000000 -1361.0000000000
7 -1322.0000000000 -1322.0000000000 -1322.0000000000 -1322.0000000000
8 -1283.0000000000 -1283.0000000000 -1283.0000000000 -1283.0000000000
9 -1244.0000000000 -1244.0000000000 -1244.0000000000 -1244.0000000000
10 -1205.0000000000 -1205.0000000000 -1205.0000000000 -1205.0000000000
13 -1166.0000000000 -1166.0000000000 -1166.0000000000 -1166.0000000000
17 -1127.0000000000 -1127.0000000000 -1127.0000000000 -1127.0000000000
18 -1088.0000000000 -1088.0000000000 -1088.0000000000 -1088.0000000000
24 -1049.0000000000 -1049.0000000000 -1049.0000000000 -1049.0000000000
27 -1020.0000000000 -1020.0000000000 -1020.0000000000 -1020.0000000000
29 -981.0000000000 -981.0000000000 -981.0000000000 -981.0000000000
30 -942.0000000000 -942.0000000000 -942.0000000000 -942.0000000000
32 -903.0000000000 -903.0000000000 -903.0000000000 -903.0000000000
33 -874.0000000000 -874.0000000000 -874.0000000000 -874.0000000000
36 -845.0000000000 -845.0000000000 -845.0000000000 -845.0000000000
40 -806.0000000000 -806.0000000000 -806.0000000000 -806.0000000000
41 -767.0000000000 -767.0000000000 -767.0000000000 -767.0000000000
42 -728.0000000000 -728.0000000000 -728.0000000000 -728.0000000000
43 -689.0000000000 -689.0000000000 -689.0000000000 -689.0000000000
45 -650.0000000000 -650.0000000000 -650.0000000000 -650.0000000000
47 -611.0000000000 -611.0000000000 -611.0000000000 -611.0000000000
49 -572.0000000000 -572.0000000000 -572.0000000000 -572.0000000000
51 -543.0000000000 -543.0000000000 -543.0000000000 -543.0000000000
59 -504.0000000000 -504.0000000000 -504.0000000000 -504.0000000000
62 -485.0000000000 -485.0000000000 -485.0000000000 -485.0000000000
63 -466.0000000000 -466.0000000000 -466.0000000000 -466.0000000000
66 -447.0000000000 -447.0000000000 -447.0000000000 -447.0000000000
67 -408.0000000000 -408.0000000000 -408.0000000000 -408.0000000000
75 -369.0000000000 -369.0000000000 -369.0000000000 -369.0000000000
78 -350.0000000000 -350.0000000000 -350.0000000000 -350.0000000000
89 -321.0000000000 -321.0000000000 -321.0000000000 -321.0000000000
